ID	Domain	Phylum	Class	Order	Family	Genus	Species	score	completeness	contamination	strain_heterogeneity	size	N50	cluster_members
Sg_CD28A_11	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes_A	s__Alistipes_A pullicola	73.96515376156597	78.29	1.23	0	1857713	4470	1
Sg_CD28A_22	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Porphyromonas_A	s__Porphyromonas_A somerae	79.74114275786106	80.26	0.47	0	1576761	4595	1
Sg_CD28A_34	d__Bacteria	p__Synergistota	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Cloacibacillus	s__Cloacibacillus porcorum	102.4976596145774	100	0	0	3358054	98928	2
Sg_CD28A_40	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__Limiplasma	s__Limiplasma merdipullorum	99.57003524640994	98.39	0.27	0	3245286	114834	2
Sg_CD29A_10	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__CAG-238	s__CAG-238 sp900551415	95.2581310864086	96.45	0.71	0	2403010	52031	2
Sg_CD29A_22	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__Akkermansia glycaniphila	96.8963307825588	94.56	0.04	0	3059090	118212	1
Sg_CD29A_29	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Oxalobacter	s__	93.4054928777835	99.49	1.84	33.33	2036974	101028	1
Sg_CD29A_43	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__CAG-272	g__UMGS1312	s__UMGS1312 sp900550625	100.214588061438	97.76	0	0	2056111	81129	2
Sg_CD29A_50	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__CAG-611	s__CAG-611 sp000434175	90.84267946274441	94.94	1.28	0	947619	40305	2
Sg_CD30A_3	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_A	g__Mesosutterella	s__Mesosutterella multiformis	100.2475092715335	98.12	0.12	0	2570345	285114	2
Sg_CD30A_31	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_A	g__Aphodousia	s__Aphodousia sp900546995	88.46546359103012	89.98	0.94	100	1772039	30969	1
Sg_CD30A_34	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides sp900552405	48.34568171641777	76.9	6.9	50	6677184	98031	1
Sg_CD30A_9	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Acidaminococcus	s__Acidaminococcus sp900770265	93.0441322074136	95.33	0.9	0	2030078	26808	1
Sg_CE19A_15	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides merdae	99.85594773675415	97.31	0	0	4166502	123565	2
Sg_CE19A_24	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Flavonifractor	s__Flavonifractor plautii	98.82397976635374	96.51	0	0	2910106	42458	2
Sg_CE19A_29	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Butyricimonas	s__Butyricimonas virosa	101.98942739621036	99.46	0	0	4505315	114513	2
Sg_CE19A_36	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__	20.96654799353936	50.33	6.9	50	2829247	2361	1
Sg_CG50A_12	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__Fusobacterium_A ulcerans_A	91.21282361256027	100	2.25	0	3496070	84265	1
Sg_CG50A_17	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__Limiplasma	s__	83.65041194186297	90.72	2.22	83.33	2622758	22960	2
Sg_CG50A_22	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-138	g__SFDB01	s__SFDB01 sp004558825	98.9635901909123	96.5	0	0	1912179	84563	2
Sg_CG50A_25	d__Bacteria	p__Verrucomicrobiota	c__Lentisphaeria	o__Victivallales	f__Victivallaceae	g__Victivallis	s__Victivallis sp900550905	79.80750457246334	92.57	3.04	0	3823057	74991	2
Sg_CG50A_26	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Borkfalkia	s__Borkfalkia stercoripullorum	72.41843821598657	78.78	1.64	0	1647593	4752	1
Sg_CG50A_31	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella pectinovora	80.16760073738945	85.57	1.5	10	2721275	7856	2
Sg_CG50A_42	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Rikenella	s__	102.42768082117891	100	0	0	2493200	71674	1
Sg_CG50A_45	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__CAG-272	g__UMGS1696	s__UMGS1696 sp900753285	90.38101820112976	90.08	0.34	0	2170630	10047	1
Sg_CG50A_49	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp900313215	93.78753035685101	94.1	0.51	0	2790214	29858	2
Sg_CG50A_5	d__Bacteria	p__Eremiobacterota	c__Xenobia	o__Xenobiales	f__Xenobiaceae	g__Bruticola	s__Bruticola sp944322965	89.21515089365282	86.57	0	0	2367910	195120	2
Sg_CG50A_57	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UMGS1474	s__	74.29850220352027	79.24	1.36	0	1865080	5212	1
Sg_CG50A_58	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__RF32	f__CAG-977	g__CAG-977	s__CAG-977 sp900553035	75.56410679745214	77.69	0.89	0	2219783	44485	1
Sg_CG50A_59	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Limivicinus	s__	77.57818307748876	84.08	1.68	0	1913422	6257	1
Sg_CG50A_68	d__Bacteria	p__Verrucomicrobiota	c__Lentisphaeria	o__Victivallales	f__UBA1829	g__CAJMAW01	s__CAJMAW01 sp905211485	89.58635331890284	93.89	1.35	0	3168371	78110	1
Sg_CG50A_72	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__SFTH01	s__	52.12296843450885	75.97	5.25	11.11	2053738	4359	1
Sg_CG50A_74	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Enterobacter	s__Enterobacter roggenkampii	69.91538701363574	83.46	3.83	94.83	3850232	8847	1
Sg_CG50A_75	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__RUG115	s__	77.76992958867865	75.44	0	0	2195251	45694	1
Sg_CG50A_77	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__UBA6448	s__UBA6448 sp000437315	89.41715585818218	92.42	1.12	0	1240004	156427	2
Sg_CG50A_80	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales_A	f__Succinivibrionaceae	g__Succinivibrio	s__Succinivibrio sp900552905	76.31022339194034	74.73	0.03	0	1391570	2887	1
Sg_CK05A_17	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_A	g__Duodenibacillus	s__Duodenibacillus intestinavium	98.11885170272969	98.75	0.62	0	2417576	86637	2
Sg_CK05A_18	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides distasonis	102.00841880194592	99.42	0	0	4805650	150258	2
Sg_CK05A_21	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Clostridium_A	s__Clostridium_A leptum	102.0631772322177	99.33	0	0	2928023	292654	2
Sg_CK05A_33	d__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Mailhella	s__Mailhella excrementigallinarum	97.79229058778877	97.64	0.39	0	3468967	16017	2
Sg_CK05A_4	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__Odoribacter laneus	101.06798709897447	98.39	0	0	3328375	226973	2
Sg_CK05A_46	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Vescimonas	s__Vescimonas sp900548615	95.91917058741902	96.98	0.67	0	2366085	37874	2
Sg_CK05A_53	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Anaerotruncus	s__Anaerotruncus massiliensis	101.07980814784014	98.66	0	0	3002306	69122	2
Sg_CK05A_56	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides salyersiae	86.37392451549708	88.67	0.99	16.67	4752524	95013	2
Sg_CK28A_18	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes montrealensis	75.12896702441891	82.04	1.76	0	2941724	5997	1
Sg_CK28A_36	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Hungatella	s__Hungatella effluvii	94.92566672430628	99.33	1.58	50	6852608	257830	2
Sg_CK28A_38	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides sp003480915	83.33479245567388	99.07	4.04	46.67	6074762	144095	2
Sg_CK28A_47	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_A	g__Sutterella	s__Sutterella wadsworthensis_A	96.76019042225096	97.52	0.62	0	2381168	47905	2
Sg_CK51A_28	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales_A	f__Pasteurellaceae	g__Aggregatibacter	s__Aggregatibacter segnis	92.39127735549864	98.61	2.03	84.62	1994270	26729	1
Sg_CK51A_3	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira sp000436475	97.68056716830708	95.32	0	0	2636506	52618	2
Sg_CK51A_47	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-882	s__CAG-882 sp003486385	98.23233755046549	99.11	0.67	0	3063923	88039	2
Sg_CK52A_43	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-170	s__CAG-170 sp002404795	88.88358998777277	93.04	1.52	80	2409987	28522	2
Sg_CK52A_53	d__Bacteria	p__Spirochaetota	c__Brachyspirae	o__Brachyspirales	f__Brachyspiraceae	g__Brachyspira	s__Brachyspira pilosicoli	97.52283392079089	99.2	0.8	0	2661915	44225	1
Sg_CK52A_54	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp900549705	102.06210215350677	99.78	0	0	2654967	36661	2
Sg_CK52A_6	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-269	s__CAG-269 sp001916035	72.5761216979688	72.53	0.5	50	1469586	39106	2
Sg_CK52A_74	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides fragilis_A	98.26862798626064	95.7	0	0	4631463	137169	2
Sg_CK52A_75	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Bianqueaceae	g__Bianquea	s__Bianquea sp019423265	94.21802372602072	99.03	1.4	0	3104546	23771	2
Sg_CM15_15	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_G	s__Enterococcus_G sp913775425	100.39910457622726	98.01	0	0	2012874	60008	1
Sg_CM15_22	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__UBA1820	g__Merdimorpha	s__	58.48396185180594	62.58	1.15	0	1291732	2032	1
Sg_CM15_39	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Vescimonas	s__Vescimonas sp900554275	89.59550978599937	90.6	0.67	0	2067495	49093	1
Sg_CM15_49	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes sp944321175	99.57933488415958	99.52	0.48	0	2297666	82922	1
Sg_CM17_10	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__CAG-115	s__CAG-115 sp003507295	74.66327583100048	79.57	1.41	20	1880555	5279	1
Sg_CM17_16	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp000436035	93.46232943031916	96.38	1.24	66.67	3616707	81516	1
Sg_CM17_24	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales_A	f__Pasteurellaceae	g__Haemophilus_D	s__Haemophilus_D parainfluenzae_L	101.14511654455052	99.89	0.33	83.33	1948530	182077	1
Sg_CM17_32	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces	s__Actinomyces haliotis	73.60705248519973	79.7	1.66	25	2050353	3838	1
Sg_CM17_41	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Rothia	s__Rothia dentocariosa	96.66629220809101	99.34	1.32	100	2478151	163149	1
Sg_CM17_58	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-138	g__PeH17	s__PeH17 sp000435055	91.50688172773438	92.6	0.67	0	1913731	32641	2
Sg_CM17_6	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__UBA7173	s__UBA7173 sp001701135	94.13133909647937	97.34	1.13	0	2472848	76327	1
Sg_CM17_7	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-170	s__CAG-170 sp900545925	91.31073615676071	93.96	1.01	0	3349702	63310	1
Sg_CM17_70	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella dispar	21.314242255785047	56.79	7.45	2.04	1220438	1756	1
Sg_CM21_15	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Acidaminococcus	s__Acidaminococcus intestini	102.5358452905577	100	0	0	2128265	117948	2
Sg_CM21_18	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Kurthia	s__Kurthia gibsonii	73.53528675931136	80.91	1.93	25	1973757	3851	1
Sg_CM21_36	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__Limiplasma	s__	12.841019990407	52.77	9.08	42.86	1687471	1441	1
Sg_CM21_38	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio_A	s__Butyrivibrio_A crossotus	101.54812904294502	99.33	0	0	2034367	27306	1
Sg_CM21_54	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus crispatus	96.75171096750704	99.64	1.09	20	1982452	48688	1
Sg_CM21_57	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides thetaiotaomicron	99.99661657920277	98.2	0.16	0	5661404	156039	2
Sg_CM28A_11	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Borkfalkia	s__Borkfalkia ceftriaxoniphila	92.62322139690849	90.32	0.03	0	2216838	80620	2
Sg_CM28A_3	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__CAG-272	g__QALR01	s__QALR01 sp900542425	97.32749557305979	94.94	0	0	2009304	59565	2
Sg_CM28A_37	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__Fusobacterium_A varium	96.76295581614752	100	1.12	0	3183216	53200	2
Sg_CM28A_69	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__Limiplasma	s__Limiplasma sp900548145	92.07497356382179	99.19	1.88	0	3084061	37149	2
Sg_CM29A_16	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__ER4	s__ER4 sp900317525	97.6821926902593	95.3	0	0	1897346	58128	2
Sg_CM29A_18	d__Bacteria	p__Verrucomicrobiota	c__Lentisphaeria	o__Victivallales	f__Victivallaceae	g__Victivallis	s__	78.25649517483832	91.22	3.04	0	4604224	29716	1
Sg_CM29A_20	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Limivicinus	s__	77.9878642623337	81.83	1.23	33.33	1753414	6249	1
Sg_CM29A_43	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__CAG-272	g__UMGS731	s__UMGS731 sp900544985	50.50434584915847	57.16	1.68	0	1182040	3081	1
Sg_CM29A_49	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-590	s__CAG-590 sp900548855	94.53947903289318	98.99	1.34	0	3049052	31547	1
Sg_CM29A_50	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA737	s__UBA737 sp900549055	94.23299470667726	95.3	0.67	0	2612654	36812	2
Sg_CM29A_57	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp905215655	73.12237361111288	71.85	0.19	0	1859193	27845	1
Sg_CM29A_9	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103 sp900317855	90.52459391502579	87.92	0	0	1952184	161878	2
Sg_CM30A_1	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Negativibacillus	s__Negativibacillus sp905197685	100.4535362588336	97.99	0	0	2389975	84542	1
Sg_CM30A_29	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola faecicola	95.25083925168444	92.83	0	0	3204770	69451	2
Sg_CM30A_3	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__Roseburia inulinivorans	101.94846408656826	99.52	0	0	3519658	71933	2
Sg_CM30A_5	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__CAG-266	s__CAG-266 sp000436095	96.09189781243677	99.4	1.2	0	1869715	241989	2
Sg_CM31A_23	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	55.096197530541	87.09	8.47	100	1972602	5921	2
Sg_CM31A_43	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus vestibularis	81.57426578727784	91.23	2.8	82.35	1660724	11938	2
Sg_CM31A_52	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Citrobacter_A	s__Citrobacter_A farmeri	51.34904936214205	66.27	3.67	43.18	3229661	4883	1
Sg_CM32A_17	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__CAG-312	g__Merdousia	s__Merdousia sp000438015	90.37816909447969	94.59	1.35	0	2641596	119217	2
Sg_CM32A_26	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Vescimonas	s__Vescimonas sp000435975	90.49270159163464	91.28	0.67	0	2326472	133476	2
Sg_CM32A_49	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Holdemanella	s__Holdemanella sp003458715	81.19877667217101	95.96	3.54	21.43	2484071	22925	2
Sg_CM33A_21	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__Limisoma	s__Limisoma intestinavium	83.46852013435172	84.85	0.74	60	1787676	5611	2
Sg_CM33A_27	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Coprococcus	s__Coprococcus sp000433075	101.95697778160532	99.33	0	0	2451996	179455	2
Sg_CM33A_3	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Limivicinus	s__Limivicinus sp900549645	54.61031562201025	66.19	2.85	30	1552839	4272	1
Sg_CM33A_39	d__Bacteria	p__Synergistota	c__Synergistia	o__Synergistales	f__Dethiosulfovibrionaceae	g__Pyramidobacter	s__Pyramidobacter piscolens	102.4506392316782	100	0	0	2452506	79667	2
Sg_CM33A_45	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-170	s__CAG-170 sp000436735	89.94005343983774	93.96	1.36	33.33	2183080	45033	2
Sg_CM33A_60	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__ER4	s__ER4 sp003522105	101.18625078170686	98.66	0	0	1877815	112850	2
Sg_CM33A_9	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp900540635	102.18173538624643	99.78	0	0	3107149	63602	2
Sg_CM34A_13	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Angelakisella	s__Angelakisella sp004557855	89.97322814475478	87.7	0	0	1691710	35193	2
Sg_CM35A_15	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Vescimonas	s__Vescimonas sp003539495	91.11835835169188	91.95	0.67	0	2043458	108822	2
Sg_CM35A_37	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	75.49375466753389	93.43	4.69	75	2170541	9829	1
Sg_CM36A_42	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira sp000436535	101.77819696245571	99.33	0	0	2899791	78776	2
Sg_CM36A_46	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	93.02474574578302	97.93	1.61	50	2255532	47807	1
Sg_D01_14	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-138	g__Aphodomorpha	s__	96.34737464035022	96.15	0.4	0	1958582	24817	1
Sg_D01_18	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Scatomorpha	s__	45.21352293621366	50.34	1.72	100	1141352	3214	1
Sg_D02_21	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Tidjanibacter	s__Tidjanibacter inops	102.32710311135885	99.52	0	0	2245105	411345	2
Sg_D02_31	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__Acetatifactor intestinalis	94.22961194755442	99.03	1.45	0	2898349	79291	2
Sg_D02_32	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-317	s__CAG-317 sp900543415	97.12661887344468	94.74	0	0	2559987	59325	2
Sg_D02_36	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Oxalobacter	s__Oxalobacter formigenes	53.78813864935025	59.63	1.55	16.67	1385087	1993	1
Sg_D02_4	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Longibaculum	s__Longibaculum muris	89.10840297327185	90.57	0.94	100	3092016	39519	1
Sg_D02_44	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Fimenecus	s__Fimenecus sp000432435	98.59214316051107	97.65	0.34	0	1973623	192436	2
Sg_D02_9	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Dorea	s__Dorea formicigenerans	96.57472189731727	95.14	0.19	0	2429764	58809	3
Sg_D03_38	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__CAG-488	s__CAG-488 sp000434055	99.04758223332847	96.98	0	0	2106051	13651	2
Sg_D03_41	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-882	s__CAG-882 sp000435595	92.12939702116158	94.31	0.86	8.33	2754755	12460	1
Sg_D03_46	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	79.11568403144291	89.2	2.42	0	1903226	10749	1
Sg_D03_47	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus_C	s__Ruminococcus_C sp000437255	101.29104035679795	98.66	0	0	2155025	182844	1
Sg_D03_57	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__QALW01	g__UMGS1338	s__UMGS1338 sp900550805	70.62122211675316	72.21	0.67	0	1317217	3330	1
Sg_D03_75	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-510	s__CAG-510 sp000434615	91.01168046652587	98.55	2.03	0	2784145	167248	2
Sg_D03_77	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Porphyromonas	s__Porphyromonas sp900538385	97.8763903317326	97.67	0.41	33.33	2052902	17357	2
Sg_D03_78	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Angelakisella	s__	8.105719067642891	53.7	9.93	25	1966265	1401	1
Sg_D05_25	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Alloprevotella	s__Alloprevotella sp900543155	50.782158536129856	72.09	4.86	26.67	1852979	2466	1
Sg_D05_27	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger variabilis_B	75.52137402667933	73.54	0	0	2211825	9178	1
