MAGID	SampleName	Age	Total	EggNOG	Unknow5
Sg_G06_21	G06	105	2917	2663	255
Sg_G06_22	G06	105	3633	3318	209
Sg_G06_23	G06	105	2649	2551	163
Sg_G06_24	G06	105	3796	3496	271
Sg_G06_25	G06	105	2188	2118	113
Sg_G06_26	G06	105	2004	1822	103
Sg_G06_27	G06	105	2281	2239	138
Sg_G06_28	G06	105	1788	1763	63
Sg_G06_29	G06	105	2830	2678	199
Sg_G06_2	G06	105	2694	2583	195
Sg_G06_30	G06	105	2091	1993	144
Sg_G06_31	G06	105	4746	4660	266
Sg_G06_32	G06	105	2036	1973	178
Sg_G06_33	G06	105	2740	2664	139
Sg_G06_34	G06	105	2258	2006	68
Sg_G06_35	G06	105	2686	2595	156
Sg_G06_36	G06	105	2988	2865	194
Sg_G06_37	G06	105	3732	3558	233
Sg_G06_38	G06	105	6414	6123	476
Sg_G06_39	G06	105	2682	2524	200
Sg_G06_3	G06	105	2598	2492	181
Sg_G06_40	G06	105	3469	3356	176
Sg_G06_41	G06	105	1909	1750	102
Sg_G06_42	G06	105	2757	2570	166
Sg_G06_43	G06	105	1956	1740	75
Sg_G06_44	G06	105	2683	2630	268
Sg_G06_45	G06	105	2008	1893	108
Sg_G06_46	G06	105	1635	1570	65
Sg_G06_49	G06	105	2041	1905	98
Sg_G06_4	G06	105	1725	1569	49
Sg_G06_5	G06	105	3437	2930	221
Sg_G06_6	G06	105	3673	3463	261
Sg_G06_7	G06	105	1853	1775	86
Sg_G06_8	G06	105	1295	1246	31
Sg_G06_9	G06	105	2295	2130	113
Sg_G09_10	G09	102	2740	2486	189
Sg_G09_11	G09	102	2001	1818	88
Sg_G09_12	G09	102	2287	2064	84
Sg_G09_13	G09	102	2190	2117	151
Sg_G09_14	G09	102	1936	1831	70
Sg_G09_15	G09	102	2260	1886	135
Sg_G09_16	G09	102	2112	1905	152
Sg_G09_17	G09	102	2996	2876	128
Sg_G09_18	G09	102	2933	2779	186
Sg_G09_19	G09	102	1819	1604	52
Sg_G09_1	G09	102	1991	1775	96
Sg_G09_20	G09	102	2808	2691	172
Sg_G09_21	G09	102	1548	1412	69
Sg_G09_22	G09	102	1876	1832	89
Sg_G09_23	G09	102	2375	2240	229
Sg_G09_24	G09	102	1709	1654	130
Sg_G09_25	G09	102	2269	2174	192
Sg_G09_26	G09	102	2277	2096	125
Sg_G09_27	G09	102	3170	3108	165
Sg_G09_28	G09	102	2340	2279	117
Sg_G09_29	G09	102	2391	2282	147
Sg_G09_2	G09	102	2398	2220	250
Sg_G09_30	G09	102	1793	1704	80
Sg_G09_31	G09	102	3007	2737	237
Sg_G09_32	G09	102	3006	2845	247
Sg_G09_33	G09	102	2624	2519	173
Sg_G09_34	G09	102	2411	2166	139
Sg_G09_35	G09	102	2086	2007	189
Sg_G09_36	G09	102	1705	1546	66
Sg_G09_37	G09	102	1957	1778	87
Sg_G09_38	G09	102	1212	1097	64
Sg_G09_39	G09	102	1583	1551	54
Sg_G09_3	G09	102	3972	3927	90
Sg_G09_40	G09	102	1998	1940	66
Sg_G09_41	G09	102	2166	2020	111
Sg_G09_42	G09	102	1842	1693	106
Sg_G09_43	G09	102	1746	1599	214
Sg_G09_45	G09	102	2079	1918	120
Sg_G09_46	G09	102	3628	3491	254
Sg_G09_4	G09	102	2831	2616	224
Sg_G09_5	G09	102	2170	2144	72
Sg_G09_6	G09	102	2110	1978	65
Sg_G09_7	G09	102	3601	3449	266
Sg_G09_8	G09	102	2448	2298	133
Sg_G09_9	G09	102	2039	1955	162
Sg_G11_10	G11	64	1680	1543	86
Sg_G11_11	G11	64	2001	1861	81
Sg_G11_12	G11	64	1490	1395	56
Sg_G11_13	G11	64	1791	1698	58
Sg_G11_14	G11	64	2117	1971	99
Sg_G11_15	G11	64	1539	1482	86
Sg_G11_16	G11	64	1753	1631	70
Sg_G11_17	G11	64	1738	1559	59
Sg_G11_18	G11	64	1224	1092	65
Sg_G11_19	G11	64	1388	1183	33
Sg_G11_1	G11	64	2201	1978	69
Sg_G11_20	G11	64	2478	2165	72
Sg_G11_21	G11	64	2001	1814	55
Sg_G11_22	G11	64	1361	1105	50
Sg_G11_23	G11	64	1782	1623	50
Sg_G11_24	G11	64	2192	2043	91
Sg_G11_25	G11	64	1983	1863	79
Sg_G11_26	G11	64	1541	1436	83
Sg_G11_27	G11	64	1742	1661	79
Sg_G11_28	G11	64	1249	924	41
Sg_G11_29	G11	64	1771	1626	68
Sg_G11_2	G11	64	1238	929	37
Sg_G11_30	G11	64	1282	1137	28
Sg_G11_31	G11	64	2093	1981	59
Sg_G11_32	G11	64	1258	1015	37
Sg_G11_33	G11	64	1556	1384	43
Sg_G11_34	G11	64	2221	2128	115
Sg_G11_35	G11	64	1510	1418	58
Sg_G11_36	G11	64	1695	1671	118
Sg_G11_37	G11	64	2343	2183	100
Sg_G11_38	G11	64	1159	868	55
Sg_G11_39	G11	64	2037	1889	136
Sg_G11_3	G11	64	1927	1903	100
Sg_G11_40	G11	64	943	684	31
Sg_G11_41	G11	64	1514	1456	92
Sg_G11_42	G11	64	1261	1045	38
Sg_G11_43	G11	64	2515	2499	19
Sg_G11_44	G11	64	1847	1744	90
Sg_G11_45	G11	64	1600	1532	87
Sg_G11_46	G11	64	1107	978	21
Sg_G11_47	G11	64	1672	1536	79
Sg_G11_49	G11	64	1628	1431	41
Sg_G11_4	G11	64	1902	1793	70
Sg_G11_50	G11	64	2077	1973	83
Sg_G11_51	G11	64	1682	1566	78
Sg_G11_52	G11	64	1513	1408	63
Sg_G11_53	G11	64	1521	1399	71
Sg_G11_54	G11	64	1990	1896	176
Sg_G11_55	G11	64	2296	2194	148
Sg_G11_56	G11	64	1619	1559	86
Sg_G11_57	G11	64	1877	1793	88
Sg_G11_58	G11	64	1534	1385	47
Sg_G11_59	G11	64	2360	2066	59
Sg_G11_5	G11	64	2053	1857	78
Sg_G11_60	G11	64	2049	1914	111
Sg_G11_61	G11	64	1651	1565	109
Sg_G11_62	G11	64	2096	1957	97
Sg_G11_63	G11	64	1535	1433	71
Sg_G11_64	G11	64	1965	1850	85
Sg_G11_65	G11	64	1754	1715	61
Sg_G11_66	G11	64	2629	2422	278
Sg_G11_67	G11	64	1713	1546	77
Sg_G11_68	G11	64	1406	1273	52
Sg_G11_69	G11	64	1650	1488	58
Sg_G11_6	G11	64	1438	1330	48
Sg_G11_70	G11	64	1780	1692	69
Sg_G11_71	G11	64	1333	1117	42
Sg_G11_72	G11	64	1776	1606	72
Sg_G11_73	G11	64	1567	1467	75
Sg_G11_74	G11	64	1327	1248	80
Sg_G11_76	G11	64	1829	1613	36
Sg_G11_77	G11	64	918	887	16
Sg_G11_78	G11	64	1815	1653	40
Sg_G11_7	G11	64	1917	1800	74
Sg_G11_8	G11	64	1985	1851	112
Sg_G11_9	G11	64	2035	1900	98
Sg_G18_10	G18	105	1691	1600	59
Sg_G18_11	G18	105	1565	1443	53
Sg_G18_12	G18	105	1248	1117	25
Sg_G18_13	G18	105	1659	1509	68
Sg_G18_14	G18	105	1900	1772	82
Sg_G18_15	G18	105	1862	1727	94
Sg_G18_16	G18	105	2085	1879	52
Sg_G18_17	G18	105	1930	1711	72
Sg_G18_18	G18	105	1902	1752	74
Sg_G18_19	G18	105	2310	2146	124
Sg_G18_1	G18	105	2108	2023	201
Sg_G18_20	G18	105	1373	1241	35
Sg_G18_21	G18	105	1630	1560	112
Sg_G18_22	G18	105	3456	3411	57
Sg_G18_23	G18	105	1933	1819	131
Sg_G18_24	G18	105	1905	1773	85
Sg_G18_25	G18	105	1393	1245	31
Sg_G18_26	G18	105	1667	1538	46
Sg_G18_27	G18	105	1119	1060	49
Sg_G18_28	G18	105	1410	1305	38
Sg_G18_29	G18	105	2405	2249	122
Sg_G18_2	G18	105	1520	1422	70
Sg_G18_30	G18	105	1926	1780	78
Sg_G18_31	G18	105	1470	1421	72
Sg_G18_32	G18	105	2372	2120	65
Sg_G18_33	G18	105	2239	2046	72
Sg_G18_34	G18	105	1499	1400	78
Sg_G18_36	G18	105	1971	1804	64
Sg_G18_37	G18	105	3364	3071	233
Sg_G18_38	G18	105	1945	1840	95
Sg_G18_39	G18	105	2181	2075	103
Sg_G18_3	G18	105	2342	2103	72
Sg_G18_40	G18	105	2143	1877	124
Sg_G18_41	G18	105	1709	1480	80
Sg_G18_42	G18	105	1830	1552	54
Sg_G18_43	G18	105	2018	1715	32
Sg_G18_4	G18	105	1303	1228	48
Sg_G18_5	G18	105	3183	3058	177
Sg_G18_6	G18	105	2299	2152	132
Sg_G18_7	G18	105	1479	1430	68
Sg_G18_8	G18	105	4540	4494	77
Sg_G18_9	G18	105	2038	1859	109
Sg_G19_10	G19	100	2087	2033	64
Sg_G19_11	G19	100	1843	1583	84
Sg_G19_12	G19	100	3174	3029	212
Sg_G19_13	G19	100	2633	2481	175
Sg_G19_14	G19	100	2077	1966	95
Sg_G19_15	G19	100	1845	1688	60
Sg_G19_16	G19	100	1957	1780	82
Sg_G19_17	G19	100	2346	2238	130
Sg_G19_18	G19	100	3088	3054	76
Sg_G19_19	G19	100	2117	2001	60
Sg_G19_1	G19	100	2131	1997	115
Sg_G19_20	G19	100	3022	2846	317
Sg_G19_21	G19	100	2729	2571	132
Sg_G19_22	G19	100	1976	1891	119
Sg_G19_23	G19	100	2166	1940	114
Sg_G19_24	G19	100	2434	2251	165
Sg_G19_26	G19	100	2290	2215	140
Sg_G19_27	G19	100	2053	1957	90
Sg_G19_28	G19	100	1621	1538	82
Sg_G19_29	G19	100	2916	2753	145
Sg_G19_2	G19	100	2252	2200	80
Sg_G19_30	G19	100	3170	3043	204
Sg_G19_31	G19	100	2427	2256	174
Sg_G19_32	G19	100	1893	1815	60
Sg_G19_33	G19	100	1496	1444	69
Sg_G19_34	G19	100	2406	2290	183
Sg_G19_35	G19	100	1592	1548	86
Sg_G19_36	G19	100	2341	2277	91
Sg_G19_37	G19	100	2328	2184	132
Sg_G19_38	G19	100	1905	1773	119
Sg_G19_39	G19	100	1289	1234	81
Sg_G19_3	G19	100	1336	1300	107
Sg_G19_40	G19	100	2484	2314	90
Sg_G19_41	G19	100	2084	2003	116
Sg_G19_42	G19	100	2787	2592	163
Sg_G19_43	G19	100	1744	1547	89
Sg_G19_44	G19	100	2340	2092	90
Sg_G19_45	G19	100	2179	2085	178
Sg_G19_46	G19	100	1853	1680	128
Sg_G19_4	G19	100	2619	2524	141
Sg_G19_5	G19	100	2098	1982	110
Sg_G19_6	G19	100	1811	1654	46
Sg_G19_7	G19	100	2330	2123	152
Sg_G19_8	G19	100	1830	1708	99
Sg_G19_9	G19	100	2312	2070	112
Sg_G20_10	G20	100	1806	1664	72
Sg_G20_11	G20	100	2154	2065	121
Sg_G20_12	G20	100	1771	1708	75
Sg_G20_13	G20	100	1897	1796	67
Sg_G20_14	G20	100	2318	2157	129
Sg_G20_15	G20	100	2952	2810	215
Sg_G20_16	G20	100	1827	1772	50
Sg_G20_17	G20	100	2544	2302	159
Sg_G20_18	G20	100	2234	2074	122
Sg_G20_19	G20	100	2369	2248	142
Sg_G20_1	G20	100	1510	1420	55
Sg_G20_21	G20	100	2910	2809	86
Sg_G20_22	G20	100	1531	1417	59
Sg_G20_23	G20	100	1838	1670	47
Sg_G20_24	G20	100	2244	2132	115
Sg_G20_25	G20	100	1211	1088	36
Sg_G20_26	G20	100	1899	1721	54
Sg_G20_27	G20	100	1678	1523	70
Sg_G20_28	G20	100	1828	1759	59
Sg_G20_29	G20	100	1817	1681	64
Sg_G20_2	G20	100	2010	1921	150
Sg_G20_30	G20	100	1818	1741	192
Sg_G20_31	G20	100	1542	1252	81
Sg_G20_32	G20	100	1863	1770	73
Sg_G20_33	G20	100	2355	2126	123
Sg_G20_34	G20	100	1841	1748	73
Sg_G20_35	G20	100	2959	2743	141
Sg_G20_3	G20	100	1561	1471	57
Sg_G20_4	G20	100	2494	2377	150
Sg_G20_5	G20	100	2097	1950	135
Sg_G20_6	G20	100	2170	2012	98
Sg_G20_7	G20	100	1711	1592	89
Sg_G20_8	G20	100	1951	1726	82
Sg_G20_9	G20	100	2388	2238	148
Sg_G21_10	G21	100	1688	1673	92
Sg_G21_11	G21	100	2089	1998	72
Sg_G21_12	G21	100	2086	1954	94
Sg_G21_13	G21	100	1686	1586	82
Sg_G21_14	G21	100	1908	1668	65
Sg_G21_15	G21	100	1763	1505	89
Sg_G21_16	G21	100	2022	1859	88
Sg_G21_17	G21	100	2244	2066	78
Sg_G21_18	G21	100	2497	2317	141
Sg_G21_19	G21	100	1910	1788	94
Sg_G21_1	G21	100	1553	1413	50
Sg_G21_20	G21	100	2038	1895	101
Sg_G21_21	G21	100	1706	1386	52
Sg_G21_22	G21	100	1771	1659	91
Sg_G21_23	G21	100	2394	2105	73
Sg_G21_24	G21	100	1806	1713	71
Sg_G21_25	G21	100	4904	4832	155
Sg_G21_26	G21	100	2222	2128	97
Sg_G21_27	G21	100	2546	2119	173
Sg_G21_28	G21	100	2586	2442	115
Sg_G21_29	G21	100	1810	1744	101
Sg_G21_2	G21	100	1991	1861	108
Sg_G21_30	G21	100	1918	1718	91
Sg_G21_31	G21	100	1222	1173	69
Sg_G21_32	G21	100	1393	1291	71
Sg_G21_33	G21	100	1600	1502	84
Sg_G21_34	G21	100	2156	1971	162
Sg_G21_35	G21	100	1298	1204	22
Sg_G21_36	G21	100	1782	1667	66
Sg_G21_37	G21	100	3313	3286	30
Sg_G21_39	G21	100	2352	2188	136
Sg_G21_3	G21	100	1784	1661	115
Sg_G21_40	G21	100	2401	2122	58
Sg_G21_41	G21	100	1175	1126	47
Sg_G21_42	G21	100	1928	1678	62
Sg_G21_43	G21	100	1774	1660	60
Sg_G21_44	G21	100	1995	1689	82
Sg_G21_45	G21	100	2308	2199	217
Sg_G21_46	G21	100	2576	2331	67
Sg_G21_47	G21	100	1278	1175	49
Sg_G21_48	G21	100	2915	2738	217
Sg_G21_49	G21	100	1683	1578	102
Sg_G21_4	G21	100	1917	1889	98
Sg_G21_50	G21	100	1890	1772	88
Sg_G21_51	G21	100	1375	1340	74
Sg_G21_52	G21	100	1696	1542	66
Sg_G21_53	G21	100	2233	2007	75
Sg_G21_54	G21	100	1786	1689	73
Sg_G21_55	G21	100	1419	1308	57
Sg_G21_56	G21	100	1637	1429	65
Sg_G21_57	G21	100	2144	1945	168
Sg_G21_58	G21	100	1974	1864	86
Sg_G21_59	G21	100	1444	1366	56
Sg_G21_5	G21	100	1709	1587	86
Sg_G21_60	G21	100	1627	1530	96
Sg_G21_61	G21	100	2117	1991	121
Sg_G21_62	G21	100	1696	1600	112
Sg_G21_63	G21	100	1469	1320	55
Sg_G21_64	G21	100	1229	1135	40
Sg_G21_6	G21	100	1752	1593	31
Sg_G21_7	G21	100	1230	1127	50
Sg_G21_8	G21	100	1676	1532	53
Sg_G21_9	G21	100	2406	2259	82
Sg_G22_10	G22	64	2096	1986	102
Sg_G22_11	G22	64	2007	1876	117
Sg_G22_12	G22	64	2310	2087	134
Sg_G22_13	G22	64	2073	1889	100
Sg_G22_14	G22	64	1665	1494	82
Sg_G22_15	G22	64	2079	1926	110
Sg_G22_16	G22	64	4194	4156	92
Sg_G22_17	G22	64	1609	1510	63
Sg_G22_18	G22	64	2020	1881	172
Sg_G22_19	G22	64	1697	1575	71
Sg_G22_1	G22	64	1594	1444	61
Sg_G22_20	G22	64	2241	2075	111
Sg_G22_21	G22	64	1852	1752	70
Sg_G22_22	G22	64	1722	1613	76
Sg_G22_23	G22	64	1153	961	41
Sg_G22_24	G22	64	1624	1483	92
Sg_G22_25	G22	64	1558	1484	51
Sg_G22_26	G22	64	1665	1566	119
Sg_G22_27	G22	64	1902	1773	59
Sg_G22_28	G22	64	1155	1095	70
Sg_G22_29	G22	64	825	784	39
Sg_G22_2	G22	64	1784	1675	80
Sg_G22_30	G22	64	1831	1662	74
Sg_G22_31	G22	64	3489	3462	65
Sg_G22_32	G22	64	2000	1914	114
Sg_G22_33	G22	64	1723	1558	57
Sg_G22_34	G22	64	1923	1840	81
Sg_G22_35	G22	64	1903	1748	80
Sg_G22_36	G22	64	2553	2248	237
Sg_G22_37	G22	64	1764	1675	94
Sg_G22_38	G22	64	1417	1359	87
Sg_G22_39	G22	64	2210	2048	123
Sg_G22_3	G22	64	1662	1536	100
Sg_G22_40	G22	64	1772	1654	83
Sg_G22_41	G22	64	2569	2282	79
Sg_G22_43	G22	64	2259	2147	235
Sg_G22_44	G22	64	1855	1730	52
Sg_G22_45	G22	64	2143	2007	103
Sg_G22_46	G22	64	2032	1919	80
Sg_G22_47	G22	64	1819	1658	49
Sg_G22_48	G22	64	1472	1346	49
Sg_G22_49	G22	64	1236	1138	45
Sg_G22_4	G22	64	1391	1312	59
Sg_G22_50	G22	64	1745	1574	113
Sg_G22_6	G22	64	1541	1430	69
Sg_G22_7	G22	64	2165	2113	174
Sg_G22_8	G22	64	1642	1503	75
Sg_G22_9	G22	64	1806	1661	96
Sg_G26_10	G26	107	1952	1762	84
Sg_G26_11	G26	107	2572	2486	137
Sg_G26_12	G26	107	2543	2460	208
Sg_G26_13	G26	107	1463	1362	80
Sg_G26_14	G26	107	2016	1923	148
Sg_G26_15	G26	107	1861	1738	101
Sg_G26_16	G26	107	1401	1342	41
Sg_G26_17	G26	107	2025	1962	104
Sg_G26_18	G26	107	2558	2382	161
Sg_G26_19	G26	107	2573	2471	175
Sg_G26_1	G26	107	1692	1582	76
Sg_G26_20	G26	107	1840	1679	146
Sg_G26_21	G26	107	2789	2627	186
Sg_G26_22	G26	107	3337	3197	230
Sg_G26_23	G26	107	2324	2090	153
Sg_G26_24	G26	107	1302	1248	72
Sg_G26_25	G26	107	1461	1411	75
Sg_G26_26	G26	107	2492	2409	146
Sg_G26_27	G26	107	2060	1996	157
Sg_G26_28	G26	107	2162	1974	125
Sg_G26_29	G26	107	1741	1636	78
Sg_G26_2	G26	107	1931	1716	69
Sg_G26_30	G26	107	2617	2473	125
Sg_G26_31	G26	107	3474	3186	241
Sg_G26_32	G26	107	2012	1897	85
Sg_G26_33	G26	107	6403	6132	454
Sg_G26_34	G26	107	2284	2235	86
Sg_G26_35	G26	107	2378	2364	29
Sg_G26_36	G26	107	1495	1409	47
Sg_G26_37	G26	107	1964	1728	50
Sg_G26_38	G26	107	2888	2731	135
Sg_G26_39	G26	107	2129	1970	99
Sg_G26_3	G26	107	2815	2664	195
Sg_G26_40	G26	107	1832	1752	85
Sg_G26_41	G26	107	2635	2474	200
Sg_G26_42	G26	107	3290	2932	286
Sg_G26_43	G26	107	2787	2683	166
Sg_G26_44	G26	107	3067	3009	182
Sg_G26_45	G26	107	2957	2845	186
Sg_G26_46	G26	107	1924	1836	83
Sg_G26_47	G26	107	4131	3892	330
Sg_G26_48	G26	107	2037	1973	83
Sg_G26_4	G26	107	2163	2051	100
Sg_G26_50	G26	107	2865	2655	182
Sg_G26_51	G26	107	3823	3738	185
Sg_G26_52	G26	107	2505	2265	116
Sg_G26_5	G26	107	1267	1217	39
Sg_G26_6	G26	107	2288	2193	120
Sg_G26_7	G26	107	2423	2289	127
Sg_G26_8	G26	107	2490	2400	181
Sg_G26_9	G26	107	2091	1998	85
Sg_G27_10	G27	64	2617	2418	173
Sg_G27_11	G27	64	1322	1223	28
Sg_G27_12	G27	64	1606	1459	90
Sg_G27_13	G27	64	2797	2455	183
Sg_G27_14	G27	64	1388	1257	32
Sg_G27_15	G27	64	1977	1858	76
Sg_G27_16	G27	64	2508	2310	304
Sg_G27_17	G27	64	2242	2087	117
Sg_G27_18	G27	64	2440	2247	180
Sg_G27_19	G27	64	2501	2402	194
Sg_G27_1	G27	64	2518	2417	239
Sg_G27_20	G27	64	2103	1991	122
Sg_G27_21	G27	64	2176	2034	118
Sg_G27_22	G27	64	1945	1888	73
Sg_G27_23	G27	64	2420	2263	106
Sg_G27_24	G27	64	3049	2752	289
Sg_G27_25	G27	64	2085	1933	82
Sg_G27_26	G27	64	2382	2090	67
Sg_G27_27	G27	64	2245	2147	69
Sg_G27_28	G27	64	4304	3930	432
Sg_G27_29	G27	64	2026	1901	128
Sg_G27_2	G27	64	2151	2030	124
Sg_G27_30	G27	64	3056	2884	159
Sg_G27_31	G27	64	1784	1652	88
Sg_G27_32	G27	64	1857	1729	74
Sg_G27_33	G27	64	1646	1506	67
Sg_G27_34	G27	64	1663	1571	81
Sg_G27_35	G27	64	2649	2559	149
Sg_G27_36	G27	64	4733	4673	111
Sg_G27_37	G27	64	2763	2697	146
Sg_G27_38	G27	64	2902	2693	145
Sg_G27_39	G27	64	1010	960	47
Sg_G27_3	G27	64	2091	2035	176
Sg_G27_40	G27	64	2130	1972	99
Sg_G27_41	G27	64	2814	2686	212
Sg_G27_42	G27	64	1831	1720	97
Sg_G27_43	G27	64	2204	1985	184
Sg_G27_44	G27	64	2825	2807	54
Sg_G27_45	G27	64	1732	1675	57
Sg_G27_46	G27	64	2520	2290	255
Sg_G27_47	G27	64	3025	2799	276
Sg_G27_48	G27	64	2679	2511	186
Sg_G27_4	G27	64	2132	2030	132
Sg_G27_5	G27	64	2321	2187	129
Sg_G27_6	G27	64	3208	3055	173
Sg_G27_7	G27	64	2278	2195	116
Sg_G27_8	G27	64	2171	1946	119
Sg_G27_9	G27	64	1915	1833	79
Sg_G28_10	G28	105	1724	1623	73
Sg_G28_11	G28	105	2115	2026	110
Sg_G28_12	G28	105	1358	1309	56
Sg_G28_13	G28	105	2034	1846	103
Sg_G28_14	G28	105	1638	1562	104
Sg_G28_15	G28	105	3088	2893	208
Sg_G28_16	G28	105	4435	4187	296
Sg_G28_17	G28	105	2506	2410	159
Sg_G28_18	G28	105	1963	1839	102
Sg_G28_19	G28	105	1935	1830	41
Sg_G28_1	G28	105	1923	1817	78
Sg_G28_20	G28	105	2357	2051	102
Sg_G28_21	G28	105	2433	2287	113
Sg_G28_22	G28	105	2119	1899	71
Sg_G28_23	G28	105	1550	1494	134
Sg_G28_24	G28	105	1819	1722	96
Sg_G28_25	G28	105	1704	1629	101
Sg_G28_26	G28	105	2197	2083	99
Sg_G28_27	G28	105	1815	1600	46
Sg_G28_28	G28	105	2279	2054	141
Sg_G28_29	G28	105	2159	1960	68
Sg_G28_2	G28	105	1933	1777	107
Sg_G28_30	G28	105	3892	3825	80
Sg_G28_31	G28	105	1881	1722	124
Sg_G28_32	G28	105	2193	2011	99
Sg_G28_33	G28	105	1848	1634	57
Sg_G28_34	G28	105	4946	4369	440
Sg_G28_35	G28	105	1938	1815	114
Sg_G28_36	G28	105	2625	2456	159
Sg_G28_37	G28	105	2025	1886	91
Sg_G28_38	G28	105	1957	1857	90
Sg_G28_39	G28	105	1911	1772	91
Sg_G28_3	G28	105	2015	1905	94
Sg_G28_40	G28	105	2520	2374	119
Sg_G28_41	G28	105	1844	1734	75
Sg_G28_4	G28	105	1810	1659	76
Sg_G28_5	G28	105	1679	1450	64
Sg_G28_6	G28	105	1987	1929	75
Sg_G28_7	G28	105	1508	1328	34
Sg_G28_8	G28	105	2342	2001	151
Sg_G28_9	G28	105	2466	2099	60
Sg_G29_11	G29	66	1771	1639	112
Sg_G29_12	G29	66	3355	2924	262
Sg_G29_13	G29	66	3161	2804	254
Sg_G29_14	G29	66	1851	1732	101
Sg_G29_15	G29	66	1319	1272	77
Sg_G29_16	G29	66	1101	992	53
Sg_G29_17	G29	66	1751	1580	51
Sg_G29_18	G29	66	1552	1491	123
Sg_G29_19	G29	66	2169	2065	74
Sg_G29_1	G29	66	2328	2250	73
Sg_G29_20	G29	66	1926	1816	100
Sg_G29_21	G29	66	1534	1309	69
Sg_G29_22	G29	66	2441	2260	115
Sg_G29_23	G29	66	2119	1975	120
Sg_G29_24	G29	66	1097	991	53
Sg_G29_25	G29	66	1971	1894	145
Sg_G29_26	G29	66	2286	2116	86
Sg_G29_27	G29	66	3070	2906	282
Sg_G29_28	G29	66	1345	1247	56
Sg_G29_29	G29	66	2176	2035	107
Sg_G29_2	G29	66	4684	4636	86
Sg_G29_30	G29	66	2212	2064	104
Sg_G29_31	G29	66	1951	1794	140
Sg_G29_32	G29	66	1866	1742	112
Sg_G29_33	G29	66	1932	1819	102
Sg_G29_34	G29	66	1855	1708	72
Sg_G29_35	G29	66	1191	1132	53
Sg_G29_36	G29	66	1964	1843	86
Sg_G29_37	G29	66	2029	1966	87
Sg_G29_38	G29	66	4053	3721	322
Sg_G29_39	G29	66	4758	4657	168
Sg_G29_3	G29	66	2260	2103	154
Sg_G29_40	G29	66	2332	2112	152
Sg_G29_41	G29	66	1501	1453	65
Sg_G29_42	G29	66	2849	2617	297
Sg_G29_43	G29	66	1755	1677	83
Sg_G29_44	G29	66	2251	2035	66
Sg_G29_45	G29	66	2277	2119	73
Sg_G29_46	G29	66	1547	1448	79
Sg_G29_4	G29	66	3137	2883	208
Sg_G29_5	G29	66	2187	2009	110
Sg_G29_6	G29	66	1793	1696	73
Sg_G29_7	G29	66	1945	1811	46
Sg_G29_8	G29	66	2250	2102	129
Sg_G29_9	G29	66	1888	1801	124
Sg_G30_10	G30	101	1671	1640	82
Sg_G30_11	G30	101	2934	2860	155
Sg_G30_12	G30	101	2885	2845	161
Sg_G30_13	G30	101	2890	2703	131
Sg_G30_14	G30	101	2209	1986	97
Sg_G30_15	G30	101	4320	4060	455
Sg_G30_16	G30	101	2553	2388	122
Sg_G30_17	G30	101	2911	2772	176
Sg_G30_18	G30	101	2580	2565	26
Sg_G30_19	G30	101	2858	2646	179
Sg_G30_1	G30	101	2402	2317	67
Sg_G30_2	G30	101	2540	2488	119
Sg_G30_3	G30	101	2175	2041	119
Sg_G30_4	G30	101	2323	2273	103
Sg_G30_5	G30	101	2845	2674	161
Sg_G30_6	G30	101	1095	1057	57
Sg_G30_7	G30	101	1488	1393	51
Sg_G30_8	G30	101	2593	2541	111
Sg_G30_9	G30	101	1599	1545	65
Sg_G31_10	G31	76	4580	4526	129
Sg_G31_11	G31	76	1939	1840	79
Sg_G31_12	G31	76	1977	1831	103
Sg_G31_13	G31	76	1837	1779	98
Sg_G31_14	G31	76	2474	2281	263
Sg_G31_15	G31	76	2314	2108	89
Sg_G31_17	G31	76	2802	2664	147
Sg_G31_18	G31	76	2065	1920	100
Sg_G31_19	G31	76	1805	1709	134
Sg_G31_1	G31	76	2115	1968	98
Sg_G31_20	G31	76	2648	2520	154
Sg_G31_21	G31	76	1768	1658	78
Sg_G31_22	G31	76	1129	1050	45
Sg_G31_23	G31	76	1098	1078	23
Sg_G31_24	G31	76	2577	2431	175
Sg_G31_25	G31	76	3040	2857	201
Sg_G31_26	G31	76	1560	1505	76
Sg_G31_27	G31	76	1610	1267	67
Sg_G31_28	G31	76	2408	2306	162
Sg_G31_29	G31	76	1432	1404	66
Sg_G31_2	G31	76	1768	1609	60
Sg_G31_30	G31	76	2356	2259	71
Sg_G31_31	G31	76	1704	1514	110
Sg_G31_32	G31	76	2136	1878	51
Sg_G31_33	G31	76	2048	1917	90
Sg_G31_34	G31	76	3255	3124	253
Sg_G31_35	G31	76	1714	1616	74
Sg_G31_36	G31	76	2012	1870	111
Sg_G31_37	G31	76	1412	1356	61
Sg_G31_38	G31	76	2252	2129	118
Sg_G31_39	G31	76	1911	1778	92
Sg_G31_3	G31	76	2239	1939	134
Sg_G31_40	G31	76	1931	1849	109
Sg_G31_41	G31	76	1441	1344	83
Sg_G31_42	G31	76	1713	1523	40
Sg_G31_43	G31	76	1963	1808	54
Sg_G31_44	G31	76	1889	1765	77
Sg_G31_4	G31	76	1799	1716	64
Sg_G31_5	G31	76	2050	1964	158
Sg_G31_6	G31	76	1895	1808	98
Sg_G31_7	G31	76	2724	2564	141
Sg_G31_8	G31	76	1933	1847	87
Sg_G31_9	G31	76	3819	3614	213
